Word frequencies in bible.txt
word     frequency
shiv : 2
sena : 4
bal : 1
thackeray : 1
rsp : 2
tridip : 1
chowdhury : 1
bahujana : 1
samaj : 1
kanshi : 1
indiamarxistleninist : 1
cpiml : 1
satyanarayan : 1
karunanidhi : 1
akali : 1
farooq : 1
abdullah : 2
asom : 1
gana : 1
parishad : 2
prafulla : 1
mahanta : 1
rounds : 1
voting : 5
rajiv : 1
gandhi : 1
extremist : 1
separatist : 2
seeking : 4
militantchauvinistic : 1
adam : 2
ananda : 1
marg : 1
vishwa : 1
rashtriya : 1
swayamsevak : 1
sangh : 1
abid : 1
hussein : 4
clark : 1
shanti : 1
chanakyapuri : 1
bombay : 4
calcutta : 4
madras : 4
chakra : 1
spoked : 2
wheel : 2
indias : 1
multitude : 1
presents : 2
skills : 3
drives : 1
intervention : 7
mold : 1
softened : 1
tranquility : 1
reflecting : 1
techniques : 1
seed : 6
tens : 2
millions : 1
villagers : 1
essentials : 1
uncut : 1
edible : 3
pharmaceutical : 3
diverted : 1
narcotics : 8
rupees : 12
rs : 1
cochin : 1
kandla : 1
mangalore : 1
blair : 1
emirates : 18
bass : 2
java : 5
malacca : 4
timor : 12
mayjune : 1
octobernovember : 1
januaryfebruary : 1
reversal : 1
southwesttonortheast : 1
northeasttosouthwest : 1
midindian : 1
ninety : 1
dugong : 2
chokepoints : 1
bab : 4
mandeb : 4
hormuz : 4
lombok : 2
bordering : 4
exploit : 3
tapped : 1
actively : 3
colombo : 10
durban : 5
jakarta : 7
richards : 2
timur : 6
indonesians : 1
indonesian : 7
comprising : 3
javanese : 4
sundanese : 1
madurese : 1
bahasa : 1
propinsipropinsi : 1
propinsi : 1
istimewa : 2
khusus : 1
ibukota : 1
aceh : 1
bali : 3
bengkulu : 1
irian : 3
jaya : 3
raya : 1
jambi : 1
jawa : 3
barat : 4
tengah : 3
kalimantan : 6
selatan : 4
lampung : 1
maluku : 1
nusa : 2
tenggara : 3
riau : 1
sulawesi : 4
utara : 2
sumatera : 3
yogyakarta : 1
abrogated : 2
procedures : 3
dewan : 3
perwakilan : 1
rakyat : 4
dpr : 2
majelis : 1
permusyawaratan : 1
mpr : 5
elect : 2
theoretically : 1
mahkamah : 1
agung : 1
soeharto : 1
sudharmono : 1
golkar : 3
quasiofficial : 1
wahono : 1
pdi : 3
soeryadi : 1
metareum : 1
regardless : 3
pki : 1
preoctober : 1
hardcore : 2
rachman : 1
ramly : 1
monjo : 1
medan : 3
merdeka : 1
surabaya : 3
deregulation : 2
wealth : 3
quite : 2
absorb : 3
encouraged : 5
job : 3
generation : 1
indonesias : 1
customer : 2
prompted : 2
implement : 8
forcing : 3
smallholder : 1
player : 1
eradicating : 1
prosecuting : 1
traffickers : 1
rupiah : 2
rupiahs : 2
madura : 1
celebes : 3
cilacap : 1
cirebon : 1
kupang : 1
palembang : 1
ujungpandang : 1
semarang : 1
median : 1
settling : 2
eightyear : 3
prisonersofwar : 2
shattalarab : 4
tunb : 6
sughra : 1
jazirehye : 6
tonbe : 4
kuchek : 2
kubra : 1
bozorg : 2
administers : 4
abu : 16
rim : 3
sulfur : 7
iranians : 1
gilaki : 1
mazandarani : 1
lur : 1
zoroastrian : 1
bahai : 4
kurdish : 9
luri : 1
theocratic : 1
tehran : 5
ostanha : 1
ostan : 1
azarbayjane : 2
bakhtari : 1
khavari : 1
bakhtaran : 1
bushehr : 2
machall : 1
va : 3
bakhtiari : 1
ecsfahan : 1
fars : 1
gilan : 1
hamadan : 1
hormozgan : 1
ilam : 1
kerman : 1
khorasan : 1
khuzestan : 1
kohkiluyeh : 1
buyer : 1
achmadi : 1
kordestan : 1
lorestan : 1
markazi : 1
mazandaran : 1
semnan : 1
sistan : 1
baluchestan : 1
yazd : 1
zanjan : 1
presidency : 5
eliminate : 2
ministership : 1
codifies : 1
cleric : 2
faqih : 1
majleseshurayeeslami : 1
ayatollah : 1
hoseinikhamenei : 1
hashemirafsanjani : 2
reza : 1
mahdavikani : 1
clerics : 1
mehdi : 1
mahdavikarubi : 1
asqar : 1
musavikhoiniha : 1
fedaiyin : 1
sadeq : 1
khalkhali : 1
token : 1
trials : 2
hizballah : 1
hojjatiyeh : 1
mojahedin : 1
imam : 1
mojahedine : 1
khalq : 1
mek : 1
fedayeen : 1
allah : 2
alkbar : 1
script : 5
repeated : 3
irans : 3
stimulating : 2
fiveyear : 6
dramatic : 1
threatening : 1
limiting : 1
fabricating : 2
caviar : 1
rial : 4
rials : 5
ir : 4
toman : 1
tomans : 1
equals : 3
bafq : 2
abbas : 2
sirjan : 1
iraniraq : 6
abadan : 1
beheshti : 1
bandare : 4
khomeyni : 1
shahid : 1
raja : 1
khorramshahr : 1
basij : 1
enforcement : 2
iraqi : 10
acceptance : 3
inviolability : 2
ending : 4
earlier : 3
bubiyan : 2
warbah : 2
demarcating : 2
iraqkuwait : 2
persuant : 2
finality : 2
commissions : 8
euphrates : 9
tigris : 5
cloudless : 1
experience : 2
snows : 1
marshes : 3
tigriseuphrates : 1
contingent : 3
iraqis : 1
turkoman : 1
assyrian : 2
baghdad : 6
muhafazat : 7
anbar : 1
basrah : 2
muthanna : 1
qadisiyah : 1
najaf : 1
arbil : 1
sulaymaniyah : 1
taim : 1
babil : 1
dahuk : 1
dhi : 1
qar : 1
diyala : 1
karbala : 1
maysan : 1
ninawa : 1
salah : 1
din : 1
wasit : 1
mandate : 9
saddam : 2
husayn : 4
taha : 2
muhyi : 1
maruf : 1
yasin : 2
ramadan : 1
muhammad : 7
hamza : 1
alzubaydi : 1
tariq : 1
aziz : 1
kurds : 2
christians : 5
disaffected : 1
masbah : 1
alwiyah : 1
phrase : 1
allahu : 2
bathist : 2
leaving : 4
borrow : 1
reschedule : 2
accorded : 1
iraqs : 4
seizure : 1
embargoes : 1
actions : 1
drastically : 1
zero : 1
uns : 6
embargo : 1
allocate : 1
exacerbated : 2
owed : 2
watercraft : 1
shattalbasrah : 1
closing : 3
umm : 6
qasr : 1
khawr : 3
az : 6
zubayr : 1
sought : 3
grounded : 1
ils : 1
airlines : 1
reconstitution : 1
gorizont : 1
consistently : 2
barite : 1
dolomite : 2
irishmanmen : 1
irish : 11
collective : 2
gaelic : 4
seaboard : 1
dublin : 5
carlow : 1
cavan : 1
clare : 1
cork : 5
donegal : 1
galway : 1
kerry : 1
kildare : 1
kilkenny : 1
laois : 1
leitrim : 1
limerick : 1
longford : 1
louth : 1
mayo : 1
meath : 1
monaghan : 1
offaly : 1
roscommon : 1
sligo : 1
tipperary : 1
waterford : 2
westmeath : 1
wexford : 1
wicklow : 1
patricks : 1
oireachtas : 1
seanad : 1
eireann : 2
dail : 1
bourke : 2
robinson : 5
reynolds : 3
fianna : 5
fail : 5
fine : 4
gael : 4
bruton : 1
oriordan : 1
sinn : 3
fein : 3
gerry : 2
omalley : 1
heads : 1
lenihan : 1
dermot : 1
gallagher : 1
moore : 2
elgin : 1
ballsbridge : 1
dwarfed : 1
reduced : 9
doubledigit : 2
jobless : 1
records : 1
crystal : 1
bread : 2
cie : 1
shannon : 1
estuary : 1
garda : 1
header : 3
postgulf : 2
specify : 2
israelioccupied : 6
armistice : 5
separates : 4
watersharing : 1
issues : 8
negev : 1
bromide : 1
sandstorms : 3
pose : 2
israelibuilt : 2
neighborhoods : 2
nonjewish : 1
judaism : 2
druze : 4
commonly : 6
personal : 7
aviv : 4
mehozot : 1
mehoz : 1
haifa : 3
knesset : 4
citizenship : 1
informed : 1
secretariat : 4
lunar : 1
chaim : 2
herzog : 2
yitzhak : 2
shamir : 2
knessets : 1
flux : 1
likud : 2
sephardic : 1
torah : 1
guardians : 1
shas : 2
arieh : 1
deri : 1
shulamit : 2
aloni : 2
agudat : 2
avraham : 3
shapira : 1
degel : 2
hatorah : 2
ravitz : 1
moriya : 2
immigrant : 1
yair : 2
tzaban : 2
geulat : 2
eliezer : 1
mizrahi : 1
shochat : 1
tehiya : 2
yuval : 1
neeman : 1
tzomet : 2
aliyah : 2
eitan : 1
moledet : 2
rehavam : 1
zeevi : 1
shimon : 1
peres : 1
mapam : 1
movementshinui : 1
amnon : 1
rubenstein : 1
maki : 2
meir : 1
wilner : 1
miari : 1
wahab : 1
darawshah : 1
panthers : 2
charlie : 1
biton : 1
meretz : 1
yisrael : 2
pazi : 1
hadash : 1
gush : 1
emunim : 1
advocating : 1
bankgaza : 1
zalman : 1
shoval : 1
harrop : 1
hayarkon : 1
hexagram : 1
linear : 2
magen : 1
hightechnology : 6
posts : 4
loans : 5
targeting : 1
israels : 4
tension : 2
influx : 3
topped : 1
intensify : 1
widen : 2
polished : 1
hardware : 2
cutting : 2
polishing : 1
diesel : 2
ashdod : 1
typically : 2
nahal : 1
pioneer : 1
chen : 1
soldiers : 1
defenserelated : 1
categories : 4
actual : 1
sardinia : 3
sicily : 7
arizona : 6
dwindling : 1
risks : 2
mudflows : 1
snowslides : 1
sinkage : 1
venice : 2
clusters : 1
sloveneitalians : 1
albanianitalians : 1
greekitalians : 1
sicilians : 1
sardinians : 1
trentinoalto : 2
adige : 2
speaking : 2
daosta : 2
slovenespeaking : 1
triestegorizia : 1
regioni : 1
regione : 1
abruzzi : 1
basilicata : 1
calabria : 1
campania : 1
emiliaromagna : 1
friulivenezia : 1
giulia : 1
lazio : 1
liguria : 1
lombardia : 1
marche : 1
molise : 1
piemonte : 1
puglia : 1
sardegna : 1
sicilia : 1
toscana : 1
umbria : 1
veneto : 2
parlamento : 1
senato : 1
della : 3
repubblica : 1
camera : 2
dei : 3
deputati : 1
costituzionale : 1
luigi : 1
scalfaro : 1
guiliano : 1
amato : 1
arnaldo : 1
forlani : 1
ciriaco : 1
mita : 1
psi : 5
bettino : 1
craxi : 1
psdi : 2
carlo : 1
vizzini : 1
pli : 3
renato : 1
altissimo : 1
pci : 2
achille : 1
occhetto : 1
msi : 2
gianfranco : 1
fini : 1
giorgio : 1
malfa : 1
lega : 1
umberto : 1
bossi : 1
senatorial : 1
cgil : 1
cisl : 1
uil : 1
confindustria : 1
confcoltivatori : 1
confagricoltura : 1
nonregional : 4
boris : 2
biancheri : 1
chiappori : 1
fuller : 1
newark : 2
secchia : 1
florence : 3
genoa : 3
milan : 4
palermo : 3
refurbishing : 1
tottering : 1
curbing : 1
adjusting : 3
accompanying : 1
lit : 5
autostrada : 1
expressway : 1
cagliari : 1
spezia : 1
livorno : 1
taranto : 1
trieste : 2
welldeveloped : 4
highcapacity : 2
trunks : 1
participates : 5
carabinieri : 1
surf : 2
ivorians : 1
ivorian : 4
baoule : 1
bete : 1
senoufou : 1
agni : 1
dioula : 1
republique : 1
cote : 2
divoire : 2
yamoussoukro : 3
adibjan : 1
abidjan : 7
abengourou : 1
aboisso : 1
adzope : 1
agboville : 1
bangolo : 1
beoumi : 1
biankouma : 1
bondoukou : 1
bongouanou : 1
bouafle : 1
bouake : 1
bouna : 2
boundiali : 1
dabakala : 1
daloa : 1
danane : 1
daoukro : 1
dimbokro : 1
divo : 1
duekoue : 1
ferkessedougou : 1
gagnoa : 1
grandlahou : 1
guiglo : 1
issia : 1
katiola : 1
korhogo : 1
lakota : 1
man : 19
mankono : 1
mbahiakro : 1
odienne : 1
oume : 1
sakassou : 1
sanpedro : 2
sassandra : 1
seguela : 1
sinfra : 1
soubre : 1
tabou : 1
tanda : 2
tingrela : 1
tiassale : 1
touba : 1
toumodi : 1
vavoua : 1
zuenoula : 1
houphouetboigny : 3
alassane : 2
ouattara : 1
pdci : 2
fpi : 2
gbagbo : 1
pit : 2
wodie : 1
morifere : 1
bamba : 2
serving : 1
gomis : 1
jesse : 2
owens : 1
palmkernel : 1
consequently : 3
sensitive : 3
attempts : 1
threw : 2
overvalued : 1
bloated : 1
semifinished : 7
automobile : 5
abidjananyama : 1
lagoons : 3
multinationally : 1
afrique : 4
fire : 2
jamaicans : 1
jamaican : 5
afroeuropean : 1
afroeast : 1
afrochinese : 1
spiritualist : 1
cults : 1
kingston : 7
clarendon : 1
hanover : 1
manchester : 2
portland : 3
catherine : 2
trelawny : 1
westmoreland : 1
howard : 4
cooke : 1
patterson : 2
pnp : 16
jlp : 3
seaga : 1
rastafarians : 1
religiousracial : 1
cultists : 1
panafricanists : 1
bernal : 1
glen : 1
holden : 1
oxford : 3
closure : 2
inflicted : 1
montego : 2
beween : 2
beerenberg : 1
peak : 1
moss : 4
resumed : 1
northnortheast : 3
sysselmann : 2
longyearbyen : 4
svalbard : 15
exploitable : 2
bonin : 2
ogasawaragunto : 1
daitoshoto : 1
minamijima : 1
okinotorishima : 1
ryukyu : 2
nanseishoto : 1
kazanretto : 1
perouse : 3
soya : 1
tsugaru : 2
osumi : 1
channels : 10
tsushima : 3
etorofu : 3
kunashiri : 3
shikotan : 3
habomai : 3
liancourt : 3
dormant : 2
occurrences : 1
tremors : 2
shinto : 2
rites : 1
add : 2
restaurant : 1
tokyo : 6
aichi : 1
akita : 1
aomori : 1
chiba : 3
ehime : 1
fukui : 1
fukuoka : 3
fukushima : 1
gifu : 1
gumma : 1
hiroshima : 1
hokkaido : 2
hyogo : 1
ibaraki : 1
ishikawa : 1
iwate : 1
kagawa : 1
kagoshima : 1
kanagawa : 1
kochi : 1
kumamoto : 1
kyoto : 1
mie : 1
miyagi : 1
miyazaki : 1
nagano : 2
nagasaki : 1
nara : 1
niigata : 2
oita : 1
okayama : 1
okinawa : 4
osaka : 2
saga : 1
saitama : 1
shiga : 1
shimane : 1
shizuoka : 1
tochigi : 1
tokushima : 1
tottori : 1
toyama : 1
wakayama : 1
yamagata : 1
yamaguchi : 1
yamanashi : 1
emperor : 4
jimmu : 1
englishamerican : 1
kokkai : 1
councillors : 2
sangiin : 1
shugiin : 1
akihito : 1
kiichi : 2
miyazawa : 2
ldp : 8
tamisuke : 1
watanuki : 1
sdpj : 3
makoto : 1
tanabe : 1
dsp : 6
keizo : 1
ouchi : 1
jcp : 3
tetsuzo : 1
fuwa : 1
presidium : 1
komeito : 1
clean : 1
cgp : 3
koshiro : 1
ishida : 1
takakazu : 1
kuriyama : 1
missouri : 3
saipan : 6
armacost : 1
akasaka : 1
chome : 1
minatoku : 1
naha : 2
osakakobe : 2
sapporo : 2
rays : 7
governmentindustry : 1
ethic : 1
allocation : 2
rapidity : 1
selfsufficent : 1
spectacular : 1
contributor : 3
cushioned : 1
slower : 1
easing : 1
stronger : 3
yen : 8
huge : 6
assets : 6
crowding : 1
habitable : 1
yields : 2
outlay : 1
multitrack : 1
expressways : 2
prefectural : 1
seagoing : 1
ply : 1
muroran : 1
kitakyushu : 1
kobe : 2
tomakomai : 1
nagoya : 1
yokkaichi : 1
yokohama : 3
kawasaki : 2
fushikitoyama : 1
shimizu : 1
himeji : 1
wakayamashimozu : 1
shimonoseki : 1
tokuyamashimomatsu : 1
selfdefense : 3
safety : 3
jarvis : 9
bunch : 1
millersville : 1
reoccupied : 1
helier : 3
marshal : 3
sutton : 1
crill : 1
cauliflower : 2
shipped : 3
breed : 1
overtook : 1
locate : 2
alongside : 1
knitwear : 1
jerseys : 1
cauliflowers : 1
gorey : 1
aubin : 1
johnston : 12
consistent : 1
marshall : 39
akau : 1
hikina : 1
manmade : 2
test : 3
agent : 1
jacads : 1
contractors : 4
dna : 2
managed : 2
cooperatively : 2
contractor : 1
autodinsrt : 1
terminal : 1
mars : 1
uhfvhf : 1
airground : 1
vhffm : 1
loran : 2
transmitting : 2
palestinians : 3
jordanians : 1
circassian : 2
hashemite : 1
amman : 6
balqa : 1
karak : 1
mafraq : 1
tafilah : 1
zarqa : 1
irbid : 1
maan : 1
transjordan : 2
specially : 1
alumma : 1
notables : 1
alaayan : 1
alnuwaab : 2
talal : 1
hashemi : 1
zayd : 2
shakir : 1
fluctuates : 1
traditionalist : 4
constitutionalist : 2
hammami : 1
gram : 3
harrison : 1
jebel : 1
fundamental : 3
koran : 1
outstripping : 1
difference : 1
debtrescheduling : 1
aggravated : 1
jordans : 1
shelve : 1
suspend : 1
straining : 1
melons : 4
jd : 4
aqabah : 1
going : 5
jetty : 1
nonpermanentsurface : 1
aral : 6
volga : 1
altai : 1
siberia : 5
oasis : 1
chrome : 4
drying : 2
causing : 5
concentrations : 2
salts : 2
kazakhs : 1
kazakhstani : 1
kazakh : 4
qazaq : 2
slavs : 1
miners : 1
almaata : 5
almaty : 1
aktyubinsk : 1
atyrau : 1
chimkent : 1
dzhambul : 1
dzhezkazgan : 1
karaganda : 1
kokchetav : 1
kustanay : 1
kzylorda : 1
mangistauz : 1
aqtau : 1
pavlodar : 1
semipalatinsk : 1
severokazakhstan : 1
petropavlovsk : 1
taldykurgan : 1
tselinograd : 1
turgay : 1
arkalyk : 1
uralsk : 1
vostochnokazakhstan : 1
ustkamenogorsk : 1
exceptions : 7
postindependence : 1
nursultan : 1
nazarbayev : 1
yerik : 1
asanbayev : 1
sergey : 1
tereshchenko : 1
davlat : 2
sembayev : 1
olzhas : 1
suleimenov : 1
mukhtar : 1
shakhanov : 1
anuar : 1
alijanov : 1
zholtoksan : 1
kojakhetov : 1
azat : 1
sabitkazi : 1
aketaev : 1
courtney : 1
exchanging : 2
finished : 2
finds : 1
backward : 1
faster : 2
russias : 2
timehonored : 1
quick : 1
enlisted : 1
formidable : 3
obstacles : 3
unfriendly : 1
grievances : 1
russians : 5
class : 1
hostility : 1
rivalry : 1
extractive : 5
guryev : 1
orbita : 6
uganda : 53
bisected : 2
barytes : 1
rubies : 1
fluorspar : 5
garnets : 1
physiography : 1
varied : 3
kenyan : 6
comprise : 2
kenyans : 1
kikuyu : 1
luhya : 1
luo : 1
kalenjin : 1
kamba : 1
kisii : 1
meru : 1
nairobi : 5
nyanza : 1
reissued : 1
amendments : 2
amendment : 2
jure : 1
repealed : 1
bunge : 2
teroitich : 1
arap : 3
moi : 4
saitoti : 1
kanu : 1
oginga : 1
odinja : 1
kibaki : 1
repeal : 1
mwakenya : 1
eadb : 5
daudi : 1
afande : 1
hempstone : 1
haile : 1
selassie : 1
mombasa : 3
warriors : 1
covering : 3
spears : 2
kenyas : 1
meantime : 1
ahead : 7
undependable : 1
hamper : 1
sagging : 2
batteries : 1
qat : 5
methaqualone : 2
shilling : 8
shillings : 8
ksh : 2
kisumu : 1
lamu : 1
kingman : 9
prevailing : 3
awash : 1
airways : 1
phoenix : 4
discontinued : 1
ikiribati : 2
micronesian : 6
mormon : 2
gilbertese : 1
pronounced : 2
kiribas : 1
tarawa : 6
gilberts : 3
abaiang : 1
abemama : 1
aranuka : 1
arorae : 1
beru : 1
butaritari : 1
canton : 5
kiritimati : 3
kuria : 2
maiana : 1
makin : 1
marakei : 1
nikunau : 1
nonouti : 1
onotoa : 1
tabiteuea : 1
tabuaeran : 1
tamana : 1
teraina : 1
beretitenti : 1
kauomanniberetitenti : 1
maneaba : 1
ni : 1
maungatabu : 1
teatao : 3
teannaki : 3
taomati : 1
iuta : 1
teburoro : 1
tewareka : 1
tentoa : 1
resemble : 1
platforms : 1
roniti : 1
teiwaki : 1
frigate : 1
exhausted : 3
upturn : 1
surge : 1
betio : 1
trislanders : 1
duties : 4
mississippi : 2
graphite : 6
inaccessible : 4
sparsely : 1
koreansadjective : 2
racially : 2
christianity : 2
syncretic : 3
chondogyo : 2
governmentsponsored : 1
illusion : 1
presumed : 1
singletrade : 1
coordinated : 1
dprk : 1
stalinist : 1
dictatorship : 2
pyongyang : 2
jikhalsi : 2
chagangdo : 1
hamgyongnamdo : 1
hamgyongbukto : 1
hwanghaenamdo : 1
hwanghaebukto : 1
kaesongsi : 1
kangwondo : 2
namposi : 1
pyonganbukto : 1
pyongannamdopyongyangsi : 1
yanggangdo : 1
influences : 4
eleven : 1
choego : 1
inmin : 1
hoeui : 1
kim : 15
ilsong : 4
chongil : 3
yon : 1
hyongmuk : 1
kwp : 3
kyepaek : 1
chondoist : 1
chongu : 1
chong : 2
sinhyok : 1
approves : 1
collectivized : 1
homogeneity : 1
lagging : 1
varieties : 3
coupled : 1
chronic : 4
coking : 2
wn : 2
chon : 3
chongjin : 1
haeju : 1
hungnam : 1
nampo : 1
wonsan : 1
songnim : 1
najin : 1
sonbong : 1
unggi : 1
chaek : 1
suspect : 1
heavier : 1
vigorous : 2
pervasive : 1
folk : 2
shamanism : 1
heavenly : 1
overtones : 1
governmentsanctioned : 1
rok : 1
seoul : 3
chejudo : 2
chollabukto : 1
chollanamdo : 1
chungchongbukto : 1
chungchongnamdo : 1
inchonjikhalsi : 1
kwangjujikhalsi : 1
kyonggido : 1
kyongsangbukto : 1
kyongsangnamdo : 1
pusanjikhalsi : 1
soultukpyolsi : 1
taegujikhalsi : 1
taejonjikhalsi : 1
combines : 1
angloamerican : 3
classical : 1
thought : 2
kuk : 1
hoe : 2
roh : 3
tae : 4
woo : 3
chung : 2
shik : 1
choi : 1
gak : 1
kyu : 1
sam : 5
pil : 1
pak : 1
chun : 1
merger : 6
djp : 5
reunification : 1
rdp : 6
ndrp : 4
formalized : 1
dae : 2
jung : 2
lee : 4
ki : 1
taek : 1
merged : 2
traders : 1
hyun : 1
joo : 1
gregg : 1
sejongro : 1
chongroku : 1
pusan : 4
yinyang : 1
symbol : 3
trigram : 1
ancient : 4
dynamic : 4
overheated : 1
policymakers : 2
focus : 3
attention : 2
slowing : 1
event : 1
envy : 1
seventhlargest : 1
theoretical : 1
inchon : 1
kunsan : 1
mokpo : 1
ulsan : 1
qaruh : 2
maradim : 2
intensely : 1
sophisticated : 3
kuwaitis : 1
kuwaiti : 9
parsi : 1
quarrying : 3
nonkuwaiti : 1
ahmadi : 3
jahrah : 1
kuwayt : 1
hawalli : 1
farwaniyah : 1
jabir : 1
alahmad : 1
aljabir : 1
alsabah : 5
saud : 4
alabdallah : 1
alsalim : 2
salim : 5
resided : 1
actually : 4
nasir : 1
skip : 1
gnehm : 1
bneid : 1
algar : 1
safat : 2
trapezoid : 1
oilderived : 1
kuwaits : 3
sabotaged : 1
firefighters : 1
fires : 1
blowouts : 1
barrels : 5
restore : 4
prewar : 1
distilled : 1
pledged : 10
kd : 2
shuaybah : 1
shuwaykh : 1
transferred : 2
dakota : 5
isfara : 1
tien : 3
fergana : 4
encompass : 1
nepheline : 1
bismuth : 2
kirghizs : 1
kirghiz : 5
kyrgyz : 2
bishkek : 3
frunze : 2
chu : 1
dzhalalabad : 1
issykkul : 1
naryn : 1
osh : 1
talas : 2
askar : 2
akayev : 3
kulov : 2
medetkav : 1
sherimkulov : 1
spiritual : 1
sadykzhav : 1
kamalov : 1
tursenbek : 1
chyngyshev : 1
zhypur : 1
zheksheyev : 1
kazat : 1
akmakov : 1
toshubek : 1
turganaliev : 1
accord : 2
proakayev : 1
nonnative : 1
revived : 1
asaba : 1
asan : 1
ormushev : 1
uncontested : 1
electorate : 1
commnunists : 1
ralph : 3
bresler : 1
derzhinskiy : 1
prospekt : 1
pishpek : 1
redorange : 1
motif : 1
medallion : 1
inscribed : 1
kyrgyzstans : 1
bricks : 1
accelerated : 3
privatizing : 2
granting : 1
lifelong : 1
tenure : 1
foodprocessing : 4
graveled : 1
utah : 2
laotians : 1
lao : 10
laotian : 1
phoutheung : 1
kha : 1
thai : 18
meo : 2
hmong : 1
vientiane : 6
khoueng : 1
kampheng : 1
nakhon : 9
attapu : 1
bokeo : 1
bolikhamsai : 1
champasak : 1
houaphan : 1
khammouan : 1
louang : 1
namtha : 1
louangphrabang : 1
oudomxai : 1
phongsali : 1
saravan : 1
savannakhet : 1
sekong : 1
xaignabouri : 1
xiangkhoang : 1
kaysone : 2
phomvihan : 2
khamtai : 1
siphandon : 1
lprp : 1
neutralist : 1
moribund : 2
linthong : 1
phetsavan : 1
salmon : 1
bartholonie : 1
decentralizing : 1
primitive : 2
foreseeable : 1
depend : 4
nondrought : 2
kip : 2
kips : 2
nk : 2
impassable : 1
midseptember : 2
tributaries : 4
sectionally : 1
considered : 4
users : 1
lpa : 1
aviation : 7
abrene : 1
heightened : 1
riga : 4
latviansadjective : 1
anatolijs : 1
gorbunovs : 1
andrejs : 1
krastins : 1
valdis : 1
birkavs : 1
ivars : 1
godmanis : 1
juris : 1
bojars : 1
interfront : 2
igor : 2
lopatin : 1
eduards : 1
berklavs : 1
janis : 1
dinevics : 1
uldis : 1
berzins : 1
romualdas : 1
razukas : 1
georg : 1
lansmanis : 1
anatol : 1
dinbergs : 1
ints : 1
silins : 1
narrower : 1
reforming : 1
freed : 3
aside : 2
valuable : 1
asset : 1
disciplined : 1
ranging : 4
conspicuous : 1
vulnerability : 2
latvians : 2
diets : 1
nonbaltic : 1
animosity : 1
vans : 1
lat : 1
ventspils : 1
liepaja : 1
daugavpils : 1
latvias : 1
biqa : 3
bekaa : 3
antilebanon : 1
watersurplus : 1
waterdeficit : 1
isolate : 1
protect : 1
factional : 1
clan : 3
ethnicity : 1
nahr : 1
crossing : 1
alawite : 2
nusayri : 1
ismailite : 1
nestorean : 1
syriac : 1
caldean : 1
protestants : 1
beirut : 14
bayrut : 1
jabal : 4
lubnan : 1
canon : 1
speaker : 1
alnuwab : 1
ilyas : 2
harawi : 2
sulh : 1
sectarian : 1
followers : 1
motivated : 2
wellarmed : 1
clashes : 1
authorized : 2
elementary : 1
fill : 1
vacancies : 1
legislatures : 2
expires : 1
ryan : 2
crocker : 1
antelias : 1
cedar : 1
aided : 3
allies : 3
constituted : 2
deterrent : 1
syrias : 3
equilibrium : 1
concern : 5
summerlong : 1
siege : 1
evacuation : 1
plo : 1
mnf : 4
departure : 1
lebanons : 4
bashir : 2
gemayel : 4
amin : 1
succeed : 2
wake : 13
bashirs : 1
militiamen : 3
massacred : 1
hundreds : 1
camps : 1
withdrew : 3
parliamentarians : 2
failed : 3
laf : 3
awn : 6
taif : 2
concluded : 2
pact : 3
powersharing : 1
formula : 1
specifying : 2
muawad : 3
rival : 2
apparently : 1
conclusion : 1
renegade : 1
stronghold : 1
defied : 1
legitimate : 1
ministate : 1
outgoing : 1
feared : 1
diminish : 1
granted : 2
amnesty : 1
travel : 1
removal : 1
strengthening : 1
deployed : 2
tripoli : 6
shuf : 1
sidon : 2
tyre : 2
strongholds : 1
possessed : 1
integrate : 1
friendship : 1
suburbs : 2
kmdeep : 1
trains : 1
asl : 1
entrepot : 3
tentative : 1
restoring : 1
regain : 1
battered : 1
propped : 1
resilient : 1
mediumscale : 1
transactions : 3
showed : 3
warravaged : 1
stimulus : 1
calm : 2
hemp : 5
inoperable : 3
rasilata : 1
juniyah : 1
zahrani : 1
inconsistently : 1
lesotho : 45
grazing : 4
store : 2
redirect : 1
mosotho : 1
basotho : 4
sotho : 3
sesotho : 1
zulu : 2
xhosa : 2
maseru : 5
berea : 1
buthabuthe : 1
leribe : 1
mafeteng : 1
mohales : 1
hoek : 1
mokhotlong : 1
qachas : 1
nek : 1
quthing : 1
thabatseka : 1
basutoland : 2
rewrite : 1
debate : 1
letsie : 1
dismissal : 1
father : 1
exiled : 1
moshoeshoe : 1
lekhanya : 1
phisoana : 1
ramaema : 1
evaristus : 1
sekhonyana : 1
ntsu : 1
mokhehle : 1
nip : 3
manyeli : 1
marematlou : 1
mfp : 1
khaketla : 1
mofeli : 1
cpl : 1
kena : 1
tseliso : 1
thamae : 1
leonard : 2
spearman : 1
livelihoods : 2
industrys : 1
lesothos : 1
mohair : 1
baskets : 1
exceedingly : 1
loti : 3
maloti : 2
lisente : 1
rand : 10
landlines : 2
rldf : 1
nights : 2
africas : 3
liberians : 1
kpelle : 1
bassa : 2
gio : 1
kru : 2
grebo : 1
mano : 1
krahn : 1
gola : 1
gbandi : 1
loma : 1
kissi : 1
vai : 1
bella : 1
repatriated : 2
slaves : 3
americoliberians : 1
nigercongo : 1
foreigners : 6
toplevel : 1
monrovia : 7
bomi : 1
bong : 1
gedeh : 1
lofa : 1
margibi : 1
montserrado : 1
nimba : 1
cess : 1
sinoe : 1
